Energy 	 Vol 	 L
-5.90785e-19	4.04934e-26	3.43396e-09
-6.04547e-19	3.9677e-26	3.41072e-09
-6.34314e-19	3.96437e-26	3.40977e-09
-6.46955e-19	3.72225e-26	3.33889e-09
-6.35611e-19	3.86049e-26	3.37972e-09
-6.25863e-19	4.05037e-26	3.43425e-09
-6.44291e-19	3.92516e-26	3.39849e-09
-6.42023e-19	3.8886e-26	3.3879e-09
-6.2645e-19	3.88842e-26	3.38785e-09
-6.15937e-19	3.84062e-26	3.37391e-09
-6.13408e-19	3.94765e-26	3.40497e-09
-6.1047e-19	4.06778e-26	3.43916e-09
-6.00623e-19	4.06778e-26	3.43916e-09
-6.23802e-19	3.93744e-26	3.40203e-09
-6.09945e-19	3.91799e-26	3.39642e-09
-6.08773e-19	3.93073e-26	3.4001e-09
-6.02869e-19	3.99513e-26	3.41856e-09
-6.06799e-19	4.02108e-26	3.42595e-09
-6.0989e-19	4.06747e-26	3.43907e-09
-5.99924e-19	4.16104e-26	3.46524e-09
-5.95092e-19	4.26941e-26	3.49507e-09
-5.9458e-19	4.24273e-26	3.48778e-09
-5.91421e-19	4.21412e-26	3.47992e-09
-5.94745e-19	4.26423e-26	3.49366e-09
-5.94711e-19	4.31759e-26	3.50817e-09
-5.8572e-19	4.40463e-26	3.53159e-09
-5.70637e-19	4.38182e-26	3.52548e-09
-5.63248e-19	4.35063e-26	3.51709e-09
-5.86471e-19	4.37077e-26	3.52251e-09
-5.99924e-19	4.20259e-26	3.47674e-09
-6.02308e-19	4.20357e-26	3.47701e-09
-5.98703e-19	4.12341e-26	3.45477e-09
-5.90376e-19	4.25546e-26	3.49126e-09
-6.02109e-19	4.11383e-26	3.45209e-09
-6.0661e-19	4.20785e-26	3.47819e-09
-6.03021e-19	4.31274e-26	3.50685e-09
-5.99045e-19	4.09089e-26	3.44566e-09
-6.16323e-19	4.14546e-26	3.46092e-09
-6.32452e-19	4.13291e-26	3.45742e-09
-6.29596e-19	4.14771e-26	3.46154e-09
-6.30207e-19	4.10803e-26	3.45047e-09
-6.06959e-19	4.30411e-26	3.50451e-09
-6.30637e-19	4.29676e-26	3.50252e-09
-6.30907e-19	4.19163e-26	3.47371e-09
-6.4149e-19	4.22384e-26	3.48259e-09
-6.29896e-19	4.28587e-26	3.49956e-09
-6.16773e-19	4.37953e-26	3.52487e-09
-6.02293e-19	4.49793e-26	3.55635e-09
-6.02535e-19	4.48933e-26	3.55408e-09
-5.76488e-19	4.56697e-26	3.57445e-09
-5.91938e-19	4.44331e-26	3.54189e-09
-5.77529e-19	4.54237e-26	3.56802e-09
-6.12488e-19	4.45514e-26	3.54503e-09
-6.10573e-19	4.46297e-26	3.54711e-09
-6.13165e-19	4.31906e-26	3.50857e-09
-6.04885e-19	4.37122e-26	3.52263e-09
-5.89541e-19	4.38368e-26	3.52598e-09
-6.00669e-19	4.37149e-26	3.52271e-09
-6.14817e-19	4.17371e-26	3.46876e-09
-6.21613e-19	4.18458e-26	3.47177e-09
-6.30747e-19	4.28682e-26	3.49982e-09
-6.26798e-19	4.26264e-26	3.49322e-09
-6.08095e-19	4.38032e-26	3.52508e-09
-6.23224e-19	4.38032e-26	3.52508e-09
-6.32719e-19	4.28506e-26	3.49933e-09
-6.39961e-19	4.27914e-26	3.49772e-09
-6.40635e-19	4.26946e-26	3.49508e-09
-6.4641e-19	4.222e-26	3.48209e-09
-6.47777e-19	4.26223e-26	3.49311e-09
-6.40837e-19	4.28324e-26	3.49884e-09
-6.48095e-19	4.34033e-26	3.51432e-09
-6.46502e-19	4.17546e-26	3.46924e-09
-6.32907e-19	4.09117e-26	3.44574e-09
-6.34067e-19	4.17315e-26	3.4686e-09
-6.31872e-19	4.33332e-26	3.51242e-09
-6.36941e-19	4.18233e-26	3.47114e-09
-6.50741e-19	4.23169e-26	3.48475e-09
-6.5368e-19	4.25931e-26	3.49231e-09
-6.4321e-19	4.30311e-26	3.50424e-09
-6.24818e-19	4.44575e-26	3.54254e-09
-6.30619e-19	4.25466e-26	3.49104e-09
-6.26686e-19	4.42361e-26	3.53665e-09
-6.33482e-19	4.26835e-26	3.49478e-09
-6.29204e-19	4.30135e-26	3.50376e-09
-6.56303e-19	4.34582e-26	3.5158e-09
-6.38443e-19	4.49847e-26	3.55649e-09
-6.3017e-19	4.44402e-26	3.54208e-09
-6.34157e-19	4.39017e-26	3.52772e-09
-6.36766e-19	4.45955e-26	3.5462e-09
-6.43628e-19	4.40673e-26	3.53215e-09
-6.31097e-19	4.50771e-26	3.55892e-09
-6.38694e-19	4.45742e-26	3.54564e-09
-6.39323e-19	4.45399e-26	3.54473e-09
-6.31723e-19	4.45405e-26	3.54475e-09
-6.53794e-19	4.23667e-26	3.48611e-09
-6.4831e-19	4.18115e-26	3.47082e-09
-6.44013e-19	4.3056e-26	3.50492e-09
-6.37569e-19	4.24657e-26	3.48883e-09
-6.51971e-19	4.31091e-26	3.50636e-09
-6.35794e-19	4.35347e-26	3.51786e-09
-6.58968e-19	4.32645e-26	3.51057e-09
-6.24319e-19	4.32603e-26	3.51045e-09
-6.14052e-19	4.40344e-26	3.53127e-09
-6.40598e-19	4.32321e-26	3.50969e-09
-6.28052e-19	4.33024e-26	3.51159e-09
-6.20239e-19	4.49123e-26	3.55458e-09
-5.90961e-19	4.47758e-26	3.55098e-09
-5.93699e-19	4.46147e-26	3.54671e-09
-5.77931e-19	4.45861e-26	3.54595e-09
-5.91014e-19	4.37249e-26	3.52298e-09
-5.84924e-19	4.46368e-26	3.5473e-09
-5.88116e-19	4.57545e-26	3.57666e-09
-5.76114e-19	4.46993e-26	3.54895e-09
-5.94823e-19	4.48772e-26	3.55365e-09
-6.09536e-19	4.4919e-26	3.55476e-09
-5.97448e-19	4.4919e-26	3.55476e-09
-5.83553e-19	4.58259e-26	3.57852e-09
-5.84358e-19	4.52917e-26	3.56456e-09
-5.97975e-19	4.61802e-26	3.58772e-09
-5.96393e-19	4.61952e-26	3.58811e-09
-6.04265e-19	4.53288e-26	3.56554e-09
-5.79804e-19	4.53288e-26	3.56554e-09
-5.76746e-19	4.61994e-26	3.58822e-09
-5.62753e-19	4.82967e-26	3.64171e-09
-5.85063e-19	4.68987e-26	3.60623e-09
-5.63403e-19	4.79459e-26	3.63287e-09
-5.6088e-19	4.8512e-26	3.64712e-09
-5.7214e-19	4.84085e-26	3.64452e-09
-5.89038e-19	4.77225e-26	3.62722e-09
-5.76453e-19	4.8378e-26	3.64376e-09
-5.67534e-19	4.83313e-26	3.64258e-09
-5.60247e-19	4.79408e-26	3.63275e-09
-5.54535e-19	4.8305e-26	3.64192e-09
-5.34062e-19	5.04893e-26	3.69601e-09
-5.25177e-19	5.11887e-26	3.713e-09
-5.40055e-19	4.80713e-26	3.63604e-09
-5.49543e-19	4.957e-26	3.67344e-09
-5.32402e-19	5.02196e-26	3.68942e-09
-5.25848e-19	5.06004e-26	3.69872e-09
-5.36512e-19	4.99299e-26	3.68231e-09
-5.53232e-19	4.76172e-26	3.62456e-09
-5.56731e-19	4.87295e-26	3.65256e-09
-5.62133e-19	4.6777e-26	3.60311e-09
-5.65489e-19	4.70901e-26	3.61113e-09
-5.56834e-19	4.52114e-26	3.56245e-09
-5.59799e-19	4.53712e-26	3.56665e-09
-5.60618e-19	4.65616e-26	3.59757e-09
-5.48959e-19	4.69321e-26	3.60709e-09
-5.52178e-19	4.73141e-26	3.61685e-09
-5.54648e-19	4.73141e-26	3.61685e-09
-5.55203e-19	4.86278e-26	3.65002e-09
-5.46219e-19	4.7875e-26	3.63108e-09
-5.53168e-19	4.69861e-26	3.60847e-09
-5.66663e-19	4.70885e-26	3.61109e-09
-5.54458e-19	4.68199e-26	3.60421e-09
-5.53893e-19	4.69519e-26	3.60759e-09
-5.49206e-19	4.86801e-26	3.65133e-09
-5.79686e-19	4.68588e-26	3.60521e-09
-5.77376e-19	4.77202e-26	3.62717e-09
-5.74845e-19	4.66055e-26	3.5987e-09
-6.02801e-19	4.60478e-26	3.58429e-09
-6.12659e-19	4.65936e-26	3.59839e-09
-6.04999e-19	4.64316e-26	3.59422e-09
-6.10552e-19	4.65419e-26	3.59706e-09
-6.15909e-19	4.73104e-26	3.61675e-09
-5.88163e-19	4.76652e-26	3.62577e-09
-5.89623e-19	4.7841e-26	3.63022e-09
-5.59175e-19	4.70551e-26	3.61024e-09
-5.66873e-19	4.68559e-26	3.60514e-09
-5.65954e-19	4.95209e-26	3.67223e-09
-5.69063e-19	4.80273e-26	3.63493e-09
-5.60477e-19	4.89152e-26	3.65719e-09
-5.77262e-19	4.80437e-26	3.63534e-09
-5.62818e-19	4.90556e-26	3.66069e-09
-5.53302e-19	4.93517e-26	3.66804e-09
-5.51413e-19	4.92987e-26	3.66673e-09
-5.57576e-19	4.85738e-26	3.64867e-09
-5.44947e-19	5.10611e-26	3.70991e-09
-5.54804e-19	4.96586e-26	3.67563e-09
-5.30126e-19	5.23302e-26	3.7404e-09
-5.48768e-19	5.22568e-26	3.73865e-09
-5.46047e-19	5.28629e-26	3.75304e-09
-5.47684e-19	5.32647e-26	3.76253e-09
-5.63064e-19	5.29594e-26	3.75533e-09
-5.74741e-19	5.42184e-26	3.78485e-09
-5.59782e-19	5.4106e-26	3.78223e-09
-5.53286e-19	5.27053e-26	3.74931e-09
-5.44287e-19	5.48402e-26	3.79926e-09
-5.73268e-19	5.10113e-26	3.7087e-09
-5.82393e-19	5.14806e-26	3.72004e-09
-6.01316e-19	5.17429e-26	3.72635e-09
-5.97539e-19	5.28353e-26	3.75239e-09
-5.9221e-19	5.22355e-26	3.73814e-09
-5.74943e-19	5.42718e-26	3.78609e-09
-5.84565e-19	5.27149e-26	3.74954e-09
-5.84509e-19	5.2093e-26	3.73474e-09
-5.82601e-19	5.21242e-26	3.73548e-09
-5.62407e-19	5.43997e-26	3.78907e-09
-5.55395e-19	5.53181e-26	3.81027e-09
-5.46028e-19	5.67723e-26	3.84337e-09
-5.21926e-19	6.13658e-26	3.94435e-09
-5.6205e-19	5.59295e-26	3.82426e-09
-5.79155e-19	5.43503e-26	3.78792e-09
-5.81703e-19	5.41089e-26	3.7823e-09
-5.77055e-19	5.31884e-26	3.76073e-09
-5.74594e-19	5.42664e-26	3.78597e-09
-5.37937e-19	5.77317e-26	3.8649e-09
-5.44358e-19	5.54303e-26	3.81284e-09
-5.25999e-19	5.7542e-26	3.86066e-09
-5.41104e-19	5.70622e-26	3.8499e-09
-5.3728e-19	5.72689e-26	3.85454e-09
-5.5434e-19	5.66462e-26	3.84052e-09
-5.7014e-19	5.67866e-26	3.84369e-09
-5.72302e-19	5.71092e-26	3.85096e-09
-5.77708e-19	5.46263e-26	3.79432e-09
-5.74678e-19	5.66015e-26	3.83951e-09
-5.68963e-19	5.56776e-26	3.81851e-09
-5.82436e-19	5.58887e-26	3.82333e-09
-5.6582e-19	5.73181e-26	3.85565e-09
-5.79154e-19	5.74194e-26	3.85792e-09
-5.66595e-19	5.78693e-26	3.86797e-09
-5.69616e-19	5.6771e-26	3.84334e-09
-5.75727e-19	5.6945e-26	3.84726e-09
-5.88108e-19	5.63383e-26	3.83355e-09
-5.81479e-19	5.70039e-26	3.84859e-09
-5.79294e-19	5.72667e-26	3.85449e-09
-5.59487e-19	5.69628e-26	3.84766e-09
-5.63647e-19	5.82216e-26	3.8758e-09
-5.67399e-19	5.8994e-26	3.89286e-09
-5.64598e-19	5.82747e-26	3.87698e-09
-5.47803e-19	6.02607e-26	3.92053e-09
-5.37501e-19	6.08795e-26	3.9339e-09
-5.2908e-19	6.23037e-26	3.96434e-09
-5.50681e-19	6.02816e-26	3.92098e-09
-5.39328e-19	6.02145e-26	3.91953e-09
-5.28111e-19	6.1294e-26	3.94281e-09
-5.16152e-19	6.38223e-26	3.99629e-09
-5.23023e-19	6.2905e-26	3.97706e-09
-5.46767e-19	6.39605e-26	3.99918e-09
-5.20879e-19	6.53463e-26	4.02785e-09
-5.2887e-19	6.31081e-26	3.98133e-09
-5.03937e-19	6.50793e-26	4.02236e-09
-5.28353e-19	6.46703e-26	4.01392e-09
-5.0116e-19	6.51981e-26	4.02481e-09
-4.93885e-19	6.74111e-26	4.06984e-09
-4.97095e-19	6.84429e-26	4.0905e-09
-4.83296e-19	6.80059e-26	4.08177e-09
-5.0378e-19	6.59169e-26	4.03954e-09
-5.22423e-19	6.61769e-26	4.04485e-09
-5.35889e-19	6.61769e-26	4.04485e-09
-5.32611e-19	6.66631e-26	4.05473e-09
-5.16592e-19	6.6688e-26	4.05523e-09
-5.15587e-19	6.89071e-26	4.09972e-09
-5.32838e-19	6.61554e-26	4.04441e-09
-5.30131e-19	6.45219e-26	4.01084e-09
-5.34673e-19	6.71367e-26	4.06431e-09
-5.50354e-19	6.58548e-26	4.03827e-09
-5.42577e-19	6.48274e-26	4.01716e-09
-5.45258e-19	6.48274e-26	4.01716e-09
-5.42587e-19	6.71872e-26	4.06533e-09
-5.27503e-19	6.80783e-26	4.08322e-09
-5.31369e-19	6.69728e-26	4.061e-09
-5.30658e-19	6.76886e-26	4.07542e-09
-5.18233e-19	6.85717e-26	4.09306e-09
-5.23723e-19	6.73291e-26	4.06819e-09
-5.07062e-19	6.92615e-26	4.10674e-09
-5.04585e-19	7.19509e-26	4.15922e-09
-5.12333e-19	7.00248e-26	4.12177e-09
-5.09614e-19	7.13308e-26	4.14724e-09
-5.15529e-19	7.23941e-26	4.16774e-09
-4.986e-19	7.3849e-26	4.19548e-09
-5.15483e-19	7.44435e-26	4.20671e-09
-4.89356e-19	7.66343e-26	4.24757e-09
-5.01401e-19	7.60593e-26	4.23693e-09
-5.00291e-19	7.52788e-26	4.22238e-09
-4.85407e-19	7.77256e-26	4.26764e-09
-5.04698e-19	7.47309e-26	4.21211e-09
-5.20409e-19	7.23494e-26	4.16689e-09
-5.46805e-19	7.04156e-26	4.12943e-09
-5.47241e-19	6.86227e-26	4.09408e-09
-5.08576e-19	7.15966e-26	4.15238e-09
-5.14033e-19	7.13332e-26	4.14729e-09
-5.19015e-19	7.19509e-26	4.15922e-09
-5.20235e-19	7.06233e-26	4.13348e-09
-5.2311e-19	6.5787e-26	4.03689e-09
-5.14082e-19	6.97188e-26	4.11576e-09
-5.20505e-19	7.19264e-26	4.15875e-09
-5.00317e-19	7.33918e-26	4.1868e-09
-4.93531e-19	7.44691e-26	4.20719e-09
-5.11483e-19	7.2438e-26	4.16859e-09
-4.9205e-19	7.73167e-26	4.26014e-09
-4.91699e-19	7.63128e-26	4.24163e-09
-5.07178e-19	7.54113e-26	4.22486e-09
-5.05693e-19	7.4342e-26	4.20479e-09
-5.19327e-19	7.29424e-26	4.17824e-09
-5.25253e-19	7.15122e-26	4.15075e-09
-5.20114e-19	7.21901e-26	4.16382e-09
-5.2473e-19	7.30048e-26	4.17943e-09
-5.43487e-19	7.10093e-26	4.141e-09
-5.54605e-19	6.72839e-26	4.06728e-09
-5.71385e-19	6.69107e-26	4.05974e-09
-5.57588e-19	6.76143e-26	4.07392e-09
-5.53956e-19	6.79305e-26	4.08026e-09
-5.23313e-19	6.82354e-26	4.08636e-09
-4.92762e-19	7.2965e-26	4.17867e-09
-5.15318e-19	6.93247e-26	4.10799e-09
-5.0372e-19	7.06888e-26	4.13476e-09
-5.02179e-19	7.01242e-26	4.12372e-09
-4.87403e-19	7.02544e-26	4.12627e-09
-5.10067e-19	6.72783e-26	4.06716e-09
-5.142e-19	6.72783e-26	4.06716e-09
-4.77969e-19	7.17286e-26	4.15493e-09
-4.97372e-19	6.9266e-26	4.10683e-09
-4.69367e-19	7.23108e-26	4.16614e-09
-4.9254e-19	6.84021e-26	4.08969e-09
-4.80909e-19	6.89607e-26	4.10079e-09
-4.99177e-19	6.73216e-26	4.06804e-09
-4.98066e-19	6.76775e-26	4.07519e-09
-5.06397e-19	6.67858e-26	4.05721e-09
-5.19833e-19	6.83357e-26	4.08836e-09
-5.25305e-19	6.56363e-26	4.0338e-09
-5.26869e-19	6.67496e-26	4.05648e-09
-5.16917e-19	6.72428e-26	4.06645e-09
-5.20772e-19	6.37272e-26	3.99431e-09
-5.14974e-19	6.595e-26	4.04022e-09
-5.26617e-19	6.2881e-26	3.97655e-09
-5.33043e-19	6.14469e-26	3.94609e-09
-5.39695e-19	6.076e-26	3.93133e-09
-5.06595e-19	6.20404e-26	3.95875e-09
-5.01239e-19	6.38625e-26	3.99713e-09
-5.17073e-19	6.26715e-26	3.97213e-09
-5.35257e-19	5.93824e-26	3.90139e-09
-5.22952e-19	6.01929e-26	3.91906e-09
-5.441e-19	5.94381e-26	3.90261e-09
-5.37161e-19	5.94381e-26	3.90261e-09
-5.6753e-19	5.6075e-26	3.82757e-09
-5.70952e-19	5.53919e-26	3.81196e-09
-5.71592e-19	5.50537e-26	3.80419e-09
-5.77515e-19	5.49361e-26	3.80148e-09
-5.58905e-19	5.84639e-26	3.88117e-09
-5.64676e-19	5.61038e-26	3.82823e-09
-5.70034e-19	5.61038e-26	3.82823e-09
-5.58439e-19	5.62749e-26	3.83211e-09
-5.56371e-19	5.65829e-26	3.83909e-09
-5.47862e-19	5.93228e-26	3.90008e-09
-5.36277e-19	6.11275e-26	3.93924e-09
-5.41356e-19	5.87329e-26	3.88711e-09
-5.53778e-19	5.56392e-26	3.81763e-09
-5.14839e-19	5.96453e-26	3.90714e-09
-5.31078e-19	5.87235e-26	3.8869e-09
-5.46394e-19	5.94989e-26	3.90394e-09
-5.51052e-19	5.81985e-26	3.87529e-09
-5.38972e-19	5.97822e-26	3.91012e-09
-5.45417e-19	5.85017e-26	3.882e-09
-5.43871e-19	6.02097e-26	3.91942e-09
-5.08474e-19	6.14609e-26	3.94639e-09
-5.01964e-19	6.05009e-26	3.92573e-09
-5.09955e-19	5.99992e-26	3.91485e-09
-5.04861e-19	6.16114e-26	3.94961e-09
-4.84244e-19	6.26533e-26	3.97175e-09
-4.97647e-19	6.07523e-26	3.93116e-09
-4.98328e-19	6.07523e-26	3.93116e-09
-4.94998e-19	6.13654e-26	3.94434e-09
-4.88324e-19	6.27756e-26	3.97433e-09
-5.12719e-19	6.19763e-26	3.95739e-09
-5.1733e-19	5.9563e-26	3.90534e-09
-4.86123e-19	6.33102e-26	3.98558e-09
-5.09005e-19	6.27435e-26	3.97365e-09
-5.20968e-19	6.17894e-26	3.9534e-09
-5.27858e-19	5.76989e-26	3.86417e-09
-5.35931e-19	5.8695e-26	3.88628e-09
-5.4692e-19	6.00081e-26	3.91504e-09
-5.33387e-19	6.10783e-26	3.93818e-09
-5.16265e-19	6.30268e-26	3.97962e-09
-5.38076e-19	6.12779e-26	3.94247e-09
-5.34671e-19	6.14368e-26	3.94587e-09
-5.31803e-19	6.29252e-26	3.97748e-09
-5.21649e-19	6.26753e-26	3.97221e-09
-5.48792e-19	5.86644e-26	3.8856e-09
-5.40473e-19	6.03963e-26	3.92347e-09
-5.45574e-19	5.93486e-26	3.90065e-09
-5.54139e-19	5.82405e-26	3.87622e-09
-5.51226e-19	5.82374e-26	3.87615e-09
-5.40066e-19	6.09264e-26	3.93491e-09
-5.37813e-19	6.04223e-26	3.92403e-09
-5.39154e-19	6.08983e-26	3.93431e-09
-5.41564e-19	6.08983e-26	3.93431e-09
-5.61615e-19	6.00161e-26	3.91522e-09
-5.713e-19	5.73789e-26	3.85701e-09
-5.59244e-19	5.80555e-26	3.87211e-09
-5.69246e-19	5.7261e-26	3.85437e-09
-5.73271e-19	5.8543e-26	3.88292e-09
-5.7507e-19	5.76373e-26	3.86279e-09
-5.64624e-19	5.8059e-26	3.87219e-09
-5.63494e-19	5.65421e-26	3.83817e-09
-5.4758e-19	5.73408e-26	3.85616e-09
-5.49367e-19	5.68271e-26	3.84461e-09
-5.49731e-19	5.73098e-26	3.85546e-09
-5.52505e-19	5.67139e-26	3.84205e-09
-5.43627e-19	5.78232e-26	3.86694e-09
-5.48878e-19	5.41201e-26	3.78256e-09
-5.77253e-19	5.42025e-26	3.78448e-09
-5.94573e-19	5.00809e-26	3.68602e-09
-5.92846e-19	5.11315e-26	3.71161e-09
-5.90817e-19	5.18417e-26	3.72872e-09
-6.0595e-19	5.14873e-26	3.7202e-09
-5.81114e-19	5.36536e-26	3.77166e-09
-5.55945e-19	5.366e-26	3.77181e-09
-5.73608e-19	5.18729e-26	3.72947e-09
-5.72456e-19	5.01048e-26	3.6866e-09
-5.66433e-19	5.10261e-26	3.70906e-09
-5.57039e-19	5.18296e-26	3.72843e-09
-5.77557e-19	5.15123e-26	3.7208e-09
-5.63112e-19	5.16143e-26	3.72326e-09
-5.63482e-19	5.26177e-26	3.74723e-09
-5.83176e-19	5.14361e-26	3.71897e-09
-5.55532e-19	5.16063e-26	3.72307e-09
-5.67839e-19	5.0986e-26	3.70809e-09
-5.66243e-19	4.9761e-26	3.67815e-09
-5.77364e-19	5.11847e-26	3.7129e-09
-5.79681e-19	5.11418e-26	3.71186e-09
-6.05345e-19	4.99592e-26	3.68303e-09
-5.87334e-19	5.03111e-26	3.69166e-09
-5.92475e-19	4.82159e-26	3.63968e-09
-5.85708e-19	4.95901e-26	3.67394e-09
-5.6993e-19	4.86755e-26	3.65121e-09
-5.73429e-19	4.85059e-26	3.64696e-09
-5.62298e-19	5.03073e-26	3.69156e-09
-5.8606e-19	4.83083e-26	3.64201e-09
-5.82712e-19	4.97143e-26	3.677e-09
-6.00813e-19	4.81879e-26	3.63898e-09
-5.90063e-19	4.84828e-26	3.64638e-09
-5.84144e-19	4.79183e-26	3.63218e-09
-5.60951e-19	5.00181e-26	3.68448e-09
-5.77164e-19	4.85338e-26	3.64766e-09
-5.66047e-19	4.91299e-26	3.66254e-09
-5.62156e-19	4.93384e-26	3.66771e-09
-5.70789e-19	4.91543e-26	3.66314e-09
-5.6765e-19	4.9426e-26	3.66988e-09
-5.49874e-19	5.15606e-26	3.72197e-09
-5.28715e-19	5.30433e-26	3.75731e-09
-5.45013e-19	5.0573e-26	3.69805e-09
-5.38088e-19	5.0573e-26	3.69805e-09
-5.48477e-19	5.06019e-26	3.69876e-09
-5.4344e-19	4.95115e-26	3.67199e-09
-5.41742e-19	4.92323e-26	3.66508e-09
-5.48696e-19	4.79345e-26	3.63259e-09
-5.53978e-19	4.71671e-26	3.6131e-09
-5.30922e-19	4.75871e-26	3.62379e-09
-5.5215e-19	4.65765e-26	3.59795e-09
-5.63509e-19	4.69112e-26	3.60655e-09
-5.63248e-19	4.64346e-26	3.5943e-09
-5.70678e-19	4.633e-26	3.5916e-09
-5.77549e-19	4.58042e-26	3.57796e-09
-5.92194e-19	4.49342e-26	3.55516e-09
-5.77593e-19	4.6951e-26	3.60757e-09
-5.5331e-19	4.69737e-26	3.60815e-09
-5.84606e-19	4.54098e-26	3.56766e-09
-5.89192e-19	4.58006e-26	3.57786e-09
-6.09855e-19	4.45994e-26	3.54631e-09
-6.01117e-19	4.17841e-26	3.47006e-09
-6.22656e-19	4.17879e-26	3.47017e-09
-6.14485e-19	4.08786e-26	3.44481e-09
-5.94809e-19	4.31552e-26	3.50761e-09
-6.03208e-19	4.27604e-26	3.49688e-09
-5.95588e-19	4.29017e-26	3.50073e-09
-5.79358e-19	4.39258e-26	3.52836e-09
-5.94166e-19	4.45042e-26	3.54378e-09
-5.73307e-19	4.66146e-26	3.59893e-09
-5.67277e-19	4.8183e-26	3.63885e-09
-5.7105e-19	4.79428e-26	3.6328e-09
-5.59808e-19	4.88017e-26	3.65436e-09
-5.56656e-19	4.92763e-26	3.66617e-09
-5.81972e-19	4.69307e-26	3.60705e-09
-5.94341e-19	4.72074e-26	3.61413e-09
-5.81218e-19	4.79011e-26	3.63174e-09
-5.68839e-19	4.86751e-26	3.6512e-09
-5.77479e-19	4.86484e-26	3.65053e-09
-5.57129e-19	5.15726e-26	3.72226e-09
-5.66482e-19	4.86654e-26	3.65096e-09
-5.54442e-19	5.23195e-26	3.74014e-09
-5.74831e-19	4.97633e-26	3.67821e-09
-5.60113e-19	4.99729e-26	3.68337e-09
-5.53651e-19	5.13792e-26	3.7176e-09
-5.6963e-19	4.95829e-26	3.67376e-09
-5.72474e-19	4.85746e-26	3.64868e-09
-6.03894e-19	4.98015e-26	3.67915e-09
-5.97791e-19	4.86129e-26	3.64965e-09
-5.81229e-19	4.86204e-26	3.64983e-09
-5.82686e-19	4.80891e-26	3.63649e-09
-5.67098e-19	4.90966e-26	3.66171e-09
-5.73881e-19	4.91172e-26	3.66222e-09
-5.95105e-19	4.73848e-26	3.61865e-09
-5.78393e-19	4.99173e-26	3.682e-09
-5.73692e-19	4.92447e-26	3.66539e-09
-5.84009e-19	4.9167e-26	3.66346e-09
-5.68216e-19	4.97599e-26	3.67812e-09
-5.62951e-19	5.02275e-26	3.68961e-09
-5.61153e-19	5.15181e-26	3.72095e-09
-5.64963e-19	4.95217e-26	3.67225e-09
-5.7183e-19	4.93143e-26	3.66711e-09
-5.92108e-19	4.93809e-26	3.66876e-09
-5.86631e-19	5.08692e-26	3.70526e-09
-5.88324e-19	5.13684e-26	3.71734e-09
-5.90035e-19	5.08231e-26	3.70414e-09
-5.92549e-19	5.11426e-26	3.71188e-09
-6.02106e-19	4.9795e-26	3.67899e-09
-5.68789e-19	5.11631e-26	3.71238e-09
-5.772e-19	5.23888e-26	3.74179e-09
-5.4937e-19	5.46386e-26	3.79461e-09
-5.31432e-19	5.57399e-26	3.81993e-09
-5.50516e-19	5.26052e-26	3.74694e-09
-5.67427e-19	5.05337e-26	3.69709e-09
-5.43785e-19	5.29255e-26	3.75452e-09
-5.31819e-19	5.17212e-26	3.72583e-09
-5.32278e-19	5.58896e-26	3.82335e-09
-5.29745e-19	5.48873e-26	3.80035e-09
-5.42045e-19	5.33559e-26	3.76467e-09
-5.32667e-19	5.43831e-26	3.78868e-09
-5.15042e-19	5.60611e-26	3.82725e-09
-5.27803e-19	5.27731e-26	3.75092e-09
-5.339e-19	5.11566e-26	3.71222e-09
-5.43532e-19	5.17968e-26	3.72764e-09
-5.35942e-19	5.18541e-26	3.72902e-09
-5.47688e-19	5.32688e-26	3.76263e-09
-5.52333e-19	5.29905e-26	3.75606e-09
-5.67973e-19	5.2825e-26	3.75215e-09
-5.78845e-19	5.13435e-26	3.71674e-09
-5.72954e-19	5.29774e-26	3.75575e-09
-5.78238e-19	5.25096e-26	3.74466e-09
-5.56005e-19	5.59088e-26	3.82378e-09
-5.5665e-19	5.24964e-26	3.74435e-09
-5.42532e-19	5.53889e-26	3.81189e-09
-5.5263e-19	5.36322e-26	3.77116e-09
-5.29978e-19	5.58525e-26	3.8225e-09
-5.25212e-19	5.65173e-26	3.83761e-09
-5.28356e-19	5.50193e-26	3.8034e-09
-5.27675e-19	5.63776e-26	3.83444e-09
-5.23114e-19	5.47831e-26	3.79795e-09
-5.32882e-19	5.49711e-26	3.80229e-09
-5.26649e-19	5.38809e-26	3.77698e-09
-5.18484e-19	5.43964e-26	3.78899e-09
-5.14328e-19	5.47471e-26	3.79712e-09
-5.32076e-19	5.4752e-26	3.79723e-09
-5.29099e-19	5.55306e-26	3.81514e-09
-5.35793e-19	5.53116e-26	3.81012e-09
-5.61853e-19	5.51378e-26	3.80613e-09
-5.58817e-19	5.47697e-26	3.79764e-09
-5.59687e-19	5.3553e-26	3.76931e-09
-5.72917e-19	5.38308e-26	3.77581e-09
-5.70128e-19	5.49287e-26	3.80131e-09
-5.58134e-19	5.57335e-26	3.81978e-09
-5.56072e-19	5.60123e-26	3.82614e-09
-5.48792e-19	5.54297e-26	3.81283e-09
-5.57105e-19	5.45435e-26	3.7924e-09
-5.45172e-19	5.45435e-26	3.7924e-09
-5.63498e-19	5.26183e-26	3.74725e-09
-5.65254e-19	5.41587e-26	3.78346e-09
-5.60995e-19	5.36956e-26	3.77265e-09
-5.36423e-19	5.6595e-26	3.83936e-09
